Year,Dist Name,Crop,Area(1000 ha),Production(1000 tons),Yield(Kg per ha)
1971,Bombay,OILSEEDS,0.2,0.0,0.0
1971,Bombay,SUGARCANE,0.0,0.0,0.0
1971,Bombay,COTTON,0.0,0.0,0.0
1972,Bombay,RICE,1.1,0.8,727.27
1972,Bombay,WHEAT,0.0,0.0,0.0
1972,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1972,Bombay,RABI SORGHUM,0.0,0.0,0.0
1972,Bombay,SORGHUM,0.0,0.0,0.0
1972,Bombay,PEARL MILLET,0.0,0.0,0.0
1972,Bombay,MAIZE,0.0,0.0,0.0
1972,Bombay,FINGER MILLET,0.0,0.0,0.0
1972,Bombay,BARLEY,0.0,0.0,0.0
1972,Bombay,CHICKPEA,0.0,0.0,0.0
1972,Bombay,PIGEONPEA,0.0,0.0,0.0
1972,Bombay,MINOR PULSES,0.0,0.0,0.0
1972,Bombay,GROUNDNUT,0.0,0.0,0.0
1972,Bombay,SESAMUM,0.0,0.0,0.0
1972,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1972,Bombay,SAFFLOWER,0.0,0.0,0.0
1972,Bombay,CASTOR,0.0,0.0,0.0
1972,Bombay,LINSEED,0.0,0.0,0.0
1972,Bombay,SUNFLOWER,0.0,0.0,0.0
1972,Bombay,SOYABEAN,0.0,0.0,0.0
1972,Bombay,OILSEEDS,0.2,0.0,0.0
1972,Bombay,SUGARCANE,0.0,0.0,0.0
1972,Bombay,COTTON,0.0,0.0,0.0
1973,Bombay,RICE,1.1,2.1,1909.09
1973,Bombay,WHEAT,0.0,0.0,0.0
1973,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1973,Bombay,RABI SORGHUM,0.0,0.0,0.0
1973,Bombay,SORGHUM,0.0,0.0,0.0
1973,Bombay,PEARL MILLET,0.0,0.0,0.0
1973,Bombay,MAIZE,0.0,0.0,0.0
1973,Bombay,FINGER MILLET,0.0,0.0,0.0
1973,Bombay,BARLEY,0.0,0.0,0.0
1973,Bombay,CHICKPEA,0.0,0.0,0.0
1973,Bombay,PIGEONPEA,0.0,0.0,0.0
1973,Bombay,MINOR PULSES,0.0,0.0,0.0
1973,Bombay,GROUNDNUT,0.0,0.0,0.0
1973,Bombay,SESAMUM,0.0,0.0,0.0
1973,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1973,Bombay,SAFFLOWER,0.0,0.0,0.0
1973,Bombay,CASTOR,0.0,0.0,0.0
1973,Bombay,LINSEED,0.0,0.0,0.0
1973,Bombay,SUNFLOWER,0.0,0.0,0.0
1973,Bombay,SOYABEAN,0.0,0.0,0.0
1973,Bombay,OILSEEDS,0.1,0.0,0.0
1973,Bombay,SUGARCANE,0.0,0.0,0.0
1973,Bombay,COTTON,0.0,0.0,0.0
1974,Bombay,RICE,1.1,1.8,1636.36
1974,Bombay,WHEAT,0.0,0.0,0.0
1974,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1974,Bombay,RABI SORGHUM,0.0,0.0,0.0
1974,Bombay,SORGHUM,0.0,0.0,0.0
1974,Bombay,PEARL MILLET,0.0,0.0,0.0
1974,Bombay,MAIZE,0.0,0.0,0.0
1974,Bombay,FINGER MILLET,0.0,0.0,0.0
1974,Bombay,BARLEY,0.0,0.0,0.0
1974,Bombay,CHICKPEA,0.0,0.0,0.0
1974,Bombay,PIGEONPEA,0.0,0.0,0.0
1974,Bombay,MINOR PULSES,0.0,0.0,0.0
1974,Bombay,GROUNDNUT,0.0,0.0,0.0
1974,Bombay,SESAMUM,0.0,0.0,0.0
1974,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1974,Bombay,SAFFLOWER,0.0,0.0,0.0
1974,Bombay,CASTOR,0.0,0.0,0.0
1974,Bombay,LINSEED,0.0,0.0,0.0
1974,Bombay,SUNFLOWER,0.0,0.0,0.0
1974,Bombay,SOYABEAN,0.0,0.0,0.0
1974,Bombay,OILSEEDS,0.2,0.0,0.0
1974,Bombay,SUGARCANE,0.0,0.0,0.0
1974,Bombay,COTTON,0.0,0.0,0.0
1975,Bombay,RICE,1.1,1.6,1454.55
1975,Bombay,WHEAT,0.0,0.0,0.0
1975,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1975,Bombay,RABI SORGHUM,0.0,0.0,0.0
1975,Bombay,SORGHUM,0.0,0.0,0.0
1975,Bombay,PEARL MILLET,0.0,0.0,0.0
1975,Bombay,MAIZE,0.0,0.0,0.0
1975,Bombay,FINGER MILLET,0.0,0.0,0.0
1975,Bombay,BARLEY,0.0,0.0,0.0
1975,Bombay,CHICKPEA,0.0,0.0,0.0
1975,Bombay,PIGEONPEA,0.0,0.0,0.0
1975,Bombay,MINOR PULSES,0.0,0.0,0.0
1975,Bombay,GROUNDNUT,0.0,0.0,0.0
1975,Bombay,SESAMUM,0.0,0.0,0.0
1975,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1975,Bombay,SAFFLOWER,0.0,0.0,0.0
1975,Bombay,CASTOR,0.0,0.0,0.0
1975,Bombay,LINSEED,0.0,0.0,0.0
1975,Bombay,SUNFLOWER,0.0,0.0,0.0
1975,Bombay,SOYABEAN,0.0,0.0,0.0
1975,Bombay,OILSEEDS,0.2,0.0,0.0
1975,Bombay,SUGARCANE,0.0,0.0,0.0
1975,Bombay,COTTON,0.0,0.0,0.0
1976,Bombay,RICE,1.2,1.7,1416.67
1976,Bombay,WHEAT,0.0,0.0,0.0
1976,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1976,Bombay,RABI SORGHUM,0.0,0.0,0.0
1976,Bombay,SORGHUM,0.0,0.0,0.0
1976,Bombay,PEARL MILLET,0.0,0.0,0.0
1976,Bombay,MAIZE,0.0,0.0,0.0
1976,Bombay,FINGER MILLET,0.0,0.0,0.0
1976,Bombay,BARLEY,0.0,0.0,0.0
1976,Bombay,CHICKPEA,0.0,0.0,0.0
1976,Bombay,PIGEONPEA,0.0,0.0,0.0
1976,Bombay,MINOR PULSES,0.0,0.0,0.0
1976,Bombay,GROUNDNUT,0.0,0.0,0.0
1976,Bombay,SESAMUM,0.0,0.0,0.0
1976,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1976,Bombay,SAFFLOWER,0.0,0.0,0.0
1976,Bombay,CASTOR,0.0,0.0,0.0
1976,Bombay,LINSEED,0.0,0.0,0.0
1976,Bombay,SUNFLOWER,0.0,0.0,0.0
1976,Bombay,SOYABEAN,0.0,0.0,0.0
1976,Bombay,OILSEEDS,0.1,0.0,0.0
1976,Bombay,SUGARCANE,0.0,0.0,0.0
1976,Bombay,COTTON,0.0,0.0,0.0
1977,Bombay,RICE,1.2,2.2,1833.33
1977,Bombay,WHEAT,0.0,0.0,0.0
1977,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1977,Bombay,RABI SORGHUM,0.0,0.0,0.0
1977,Bombay,SORGHUM,0.0,0.0,0.0
1977,Bombay,PEARL MILLET,0.0,0.0,0.0
1977,Bombay,MAIZE,0.0,0.0,0.0
1977,Bombay,FINGER MILLET,0.0,0.0,0.0
1977,Bombay,BARLEY,0.0,0.0,0.0
1977,Bombay,CHICKPEA,0.0,0.0,0.0
1977,Bombay,PIGEONPEA,0.0,0.0,0.0
1977,Bombay,MINOR PULSES,0.0,0.0,0.0
1977,Bombay,GROUNDNUT,0.0,0.0,0.0
1977,Bombay,SESAMUM,0.0,0.0,0.0
1977,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1977,Bombay,SAFFLOWER,0.0,0.0,0.0
1977,Bombay,CASTOR,0.0,0.0,0.0
1977,Bombay,LINSEED,0.0,0.0,0.0
1977,Bombay,SUNFLOWER,0.0,0.0,0.0
1977,Bombay,SOYABEAN,0.0,0.0,0.0
1977,Bombay,OILSEEDS,0.1,0.0,0.0
1977,Bombay,SUGARCANE,0.0,0.0,0.0
1977,Bombay,COTTON,0.0,0.0,0.0
1978,Bombay,RICE,1.1,2.0,1818.18
1978,Bombay,WHEAT,0.0,0.0,0.0
1978,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1978,Bombay,RABI SORGHUM,0.0,0.0,0.0
1978,Bombay,SORGHUM,0.0,0.0,0.0
1978,Bombay,PEARL MILLET,0.0,0.0,0.0
1978,Bombay,MAIZE,0.0,0.0,0.0
1978,Bombay,FINGER MILLET,0.0,0.0,0.0
1978,Bombay,BARLEY,0.0,0.0,0.0
1978,Bombay,CHICKPEA,0.0,0.0,0.0
1978,Bombay,PIGEONPEA,0.0,0.0,0.0
1978,Bombay,MINOR PULSES,0.0,0.0,0.0
1978,Bombay,GROUNDNUT,0.0,0.0,0.0
1978,Bombay,SESAMUM,0.0,0.0,0.0
1978,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1978,Bombay,SAFFLOWER,0.0,0.0,0.0
1978,Bombay,CASTOR,0.0,0.0,0.0
1978,Bombay,LINSEED,0.0,0.0,0.0
1978,Bombay,SUNFLOWER,0.0,0.0,0.0
1978,Bombay,SOYABEAN,0.0,0.0,0.0
1978,Bombay,OILSEEDS,0.2,0.0,0.0
1978,Bombay,SUGARCANE,0.0,0.0,0.0
1978,Bombay,COTTON,0.0,0.0,0.0
1979,Bombay,RICE,1.0,1.3,1300.0
1979,Bombay,WHEAT,0.0,0.0,0.0
1979,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1979,Bombay,RABI SORGHUM,0.0,0.0,0.0
1979,Bombay,SORGHUM,0.0,0.0,0.0
1979,Bombay,PEARL MILLET,0.0,0.0,0.0
1979,Bombay,MAIZE,0.0,0.0,0.0
1979,Bombay,FINGER MILLET,0.0,0.0,0.0
1979,Bombay,BARLEY,0.0,0.0,0.0
1979,Bombay,CHICKPEA,0.0,0.0,0.0
1979,Bombay,PIGEONPEA,0.0,0.0,0.0
1979,Bombay,MINOR PULSES,0.0,0.0,0.0
1979,Bombay,GROUNDNUT,0.0,0.0,0.0
1979,Bombay,SESAMUM,0.0,0.0,0.0
1979,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1979,Bombay,SAFFLOWER,0.0,0.0,0.0
1979,Bombay,CASTOR,0.0,0.0,0.0
1979,Bombay,LINSEED,0.0,0.0,0.0
1979,Bombay,SUNFLOWER,0.0,0.0,0.0
1979,Bombay,SOYABEAN,0.0,0.0,0.0
1979,Bombay,OILSEEDS,0.2,0.0,0.0
1979,Bombay,SUGARCANE,0.0,0.0,0.0
1979,Bombay,COTTON,0.0,0.0,0.0
1980,Bombay,RICE,1.0,1.6,1600.0
1980,Bombay,WHEAT,0.0,0.0,0.0
1980,Bombay,KHARIF SORGHUM,0.1,0.2,2000.0
1980,Bombay,RABI SORGHUM,0.0,0.0,0.0
1980,Bombay,SORGHUM,0.1,0.2,2000.0
1980,Bombay,PEARL MILLET,0.0,0.0,0.0
1980,Bombay,MAIZE,0.0,0.0,0.0
1980,Bombay,FINGER MILLET,0.0,0.0,0.0
1980,Bombay,BARLEY,0.0,0.0,0.0
1980,Bombay,CHICKPEA,0.0,0.0,0.0
1980,Bombay,PIGEONPEA,0.0,0.0,0.0
1980,Bombay,MINOR PULSES,0.0,0.0,0.0
1980,Bombay,GROUNDNUT,0.0,0.0,0.0
1980,Bombay,SESAMUM,0.0,0.0,0.0
1980,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1980,Bombay,SAFFLOWER,0.0,0.0,0.0
1980,Bombay,CASTOR,0.0,0.0,0.0
1980,Bombay,LINSEED,0.0,0.0,0.0
1980,Bombay,SUNFLOWER,0.0,0.0,0.0
1980,Bombay,SOYABEAN,0.0,0.0,0.0
1980,Bombay,OILSEEDS,0.2,0.0,0.0
1980,Bombay,SUGARCANE,0.0,0.0,0.0
1980,Bombay,COTTON,0.0,0.0,0.0
1981,Bombay,RICE,0.9,0.8,888.89
1981,Bombay,WHEAT,0.0,0.0,0.0
1981,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1981,Bombay,RABI SORGHUM,0.0,0.0,0.0
1981,Bombay,SORGHUM,0.0,0.0,0.0
1981,Bombay,PEARL MILLET,0.0,0.0,0.0
1981,Bombay,MAIZE,0.0,0.0,0.0
1981,Bombay,FINGER MILLET,0.0,0.0,0.0
1981,Bombay,BARLEY,0.0,0.0,0.0
1981,Bombay,CHICKPEA,0.0,0.0,0.0
1981,Bombay,PIGEONPEA,0.0,0.0,0.0
1981,Bombay,MINOR PULSES,0.0,0.0,0.0
1981,Bombay,GROUNDNUT,0.0,0.0,0.0
1981,Bombay,SESAMUM,0.0,0.0,0.0
1981,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1981,Bombay,SAFFLOWER,0.0,0.0,0.0
1981,Bombay,CASTOR,0.0,0.0,0.0
1981,Bombay,LINSEED,0.0,0.0,0.0
1981,Bombay,SUNFLOWER,0.0,0.0,0.0
1981,Bombay,SOYABEAN,0.0,0.0,0.0
1981,Bombay,OILSEEDS,0.2,0.0,0.0
1981,Bombay,SUGARCANE,0.0,0.0,0.0
1981,Bombay,COTTON,0.0,0.0,0.0
1982,Bombay,RICE,0.9,1.5,1666.67
1982,Bombay,WHEAT,0.0,0.0,0.0
1982,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1982,Bombay,RABI SORGHUM,0.0,0.0,0.0
1982,Bombay,SORGHUM,0.0,0.0,0.0
1982,Bombay,PEARL MILLET,0.0,0.0,0.0
1982,Bombay,MAIZE,0.0,0.0,0.0
1982,Bombay,FINGER MILLET,0.0,0.0,0.0
1982,Bombay,BARLEY,0.0,0.0,0.0
1982,Bombay,CHICKPEA,0.0,0.0,0.0
1982,Bombay,PIGEONPEA,0.0,0.0,0.0
1982,Bombay,MINOR PULSES,0.0,0.0,0.0
1982,Bombay,GROUNDNUT,0.0,0.0,0.0
1982,Bombay,SESAMUM,0.0,0.0,0.0
1982,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1982,Bombay,SAFFLOWER,0.0,0.0,0.0
1982,Bombay,CASTOR,0.0,0.0,0.0
1982,Bombay,LINSEED,0.0,0.0,0.0
1982,Bombay,SUNFLOWER,0.0,0.0,0.0
1982,Bombay,SOYABEAN,0.0,0.0,0.0
1982,Bombay,OILSEEDS,0.2,0.0,0.0
1982,Bombay,SUGARCANE,0.0,0.0,0.0
1982,Bombay,COTTON,0.0,0.0,0.0
1983,Bombay,RICE,0.6,1.0,1666.67
1983,Bombay,WHEAT,0.0,0.0,0.0
1983,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1983,Bombay,RABI SORGHUM,0.0,0.0,0.0
1983,Bombay,SORGHUM,0.0,0.0,0.0
1983,Bombay,PEARL MILLET,0.0,0.0,0.0
1983,Bombay,MAIZE,0.0,0.0,0.0
1983,Bombay,FINGER MILLET,0.0,0.0,0.0
1983,Bombay,BARLEY,0.0,0.0,0.0
1983,Bombay,CHICKPEA,0.0,0.0,0.0
1983,Bombay,PIGEONPEA,0.0,0.0,0.0
1983,Bombay,MINOR PULSES,0.0,0.0,0.0
1983,Bombay,GROUNDNUT,0.0,0.0,0.0
1983,Bombay,SESAMUM,0.0,0.0,0.0
1983,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1983,Bombay,SAFFLOWER,0.0,0.0,0.0
1983,Bombay,CASTOR,0.0,0.0,0.0
1983,Bombay,LINSEED,0.0,0.0,0.0
1983,Bombay,SUNFLOWER,0.0,0.0,0.0
1983,Bombay,SOYABEAN,0.0,0.0,0.0
1983,Bombay,OILSEEDS,0.2,0.0,0.0
1983,Bombay,SUGARCANE,0.0,0.0,0.0
1983,Bombay,COTTON,0.0,0.0,0.0
1984,Bombay,RICE,0.5,0.7,1400.0
1984,Bombay,WHEAT,0.0,0.0,0.0
1984,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1984,Bombay,RABI SORGHUM,0.0,0.0,0.0
1984,Bombay,SORGHUM,0.0,0.0,0.0
1984,Bombay,PEARL MILLET,0.0,0.0,0.0
1984,Bombay,MAIZE,0.0,0.0,0.0
1984,Bombay,FINGER MILLET,0.0,0.0,0.0
1984,Bombay,BARLEY,0.0,0.0,0.0
1984,Bombay,CHICKPEA,0.0,0.0,0.0
1984,Bombay,PIGEONPEA,0.0,0.0,0.0
1984,Bombay,MINOR PULSES,0.0,0.0,0.0
1984,Bombay,GROUNDNUT,0.0,0.0,0.0
1984,Bombay,SESAMUM,0.0,0.0,0.0
1984,Bombay,RAPESEED AND MUSTARD,0.0,0.0,0.0
1984,Bombay,SAFFLOWER,0.0,0.0,0.0
1984,Bombay,CASTOR,0.0,0.0,0.0
1984,Bombay,LINSEED,0.0,0.0,0.0
1984,Bombay,SUNFLOWER,0.0,0.0,0.0
1984,Bombay,SOYABEAN,0.0,0.0,0.0
1984,Bombay,OILSEEDS,0.2,0.0,0.0
1984,Bombay,SUGARCANE,0.0,0.0,0.0
1984,Bombay,COTTON,0.0,0.0,0.0
1985,Bombay,RICE,0.0,0.0,0.0
1985,Bombay,WHEAT,0.0,0.0,0.0
1985,Bombay,KHARIF SORGHUM,0.0,0.0,0.0
1985,Bombay,RABI SORGHUM,0.0,0.0,0.0
1985,Bombay,SORGHUM,0.0,0.0,0.0
1985,Bombay,PEARL MILLET,0.0,0.0,0.0
1985,Bombay,MAIZE,0.0,0.0,0.0
1985,Bombay,FINGER MILLET,0.0,0.0,0.0
1985,Bombay,BARLEY,0.0,0.0,0.0
1985,Bombay,CHICKPEA,0.0,0.0,0.0
1985,Bombay,PIGEONPEA,0.0,0.0,0.0
1985,Bombay,MINOR PULSES,0.0,0.0,0.0
